country_name,country_code,year,gdp_per_capita
Turkiye,TUR,2018,9684.11819884721
Turkmenistan,TKM,2024,6856.65802730208
Turkmenistan,TKM,2023,6231.91323839698
Turkmenistan,TKM,2022,5837.84224538947
Turkmenistan,TKM,2021,5723.30227157906
Turkmenistan,TKM,2020,5972.72356566861
Turkmenistan,TKM,2019,5998.0017434754
Turkmenistan,TKM,2018,6125.05169712085
Turks and Caicos Islands,TCA,2024,37506.7798431288
Turks and Caicos Islands,TCA,2023,35470.2151608295
Turks and Caicos Islands,TCA,2022,31280.5418020808
Turks and Caicos Islands,TCA,2021,27329.2885087196
Turks and Caicos Islands,TCA,2020,20690.9160546118
Turks and Caicos Islands,TCA,2019,31780.5217068989
Turks and Caicos Islands,TCA,2018,31625.616593277002
Tuvalu,TUV,2023,6344.7750188689
Tuvalu,TUV,2022,5911.32727055301
Tuvalu,TUV,2021,5905.08198095343
Tuvalu,TUV,2020,4976.11254109571
Tuvalu,TUV,2019,5115.13075950206
Tuvalu,TUV,2018,4466.12034928245
Uganda,UGA,2024,1077.91278452817
Uganda,UGA,2023,1002.30913917142
Uganda,UGA,2022,963.067314117178
Uganda,UGA,2021,882.791717542504
Uganda,UGA,2020,845.766463890124
Uganda,UGA,2019,822.171150036357
Uganda,UGA,2018,792.16570022814
Ukraine,UKR,2024,5389.47314453125
Ukraine,UKR,2023,5139.59814453125
Ukraine,UKR,2022,4199.6708984375
Ukraine,UKR,2021,4775.94580078125
Ukraine,UKR,2020,3709.76928710938
Ukraine,UKR,2019,3619.86157226563
Ukraine,UKR,2018,3059.0517578125
United Arab Emirates,ARE,2024,50273.5060469837
United Arab Emirates,ARE,2023,49850.6872175164
United Arab Emirates,ARE,2022,50759.7589231191
United Arab Emirates,ARE,2021,44118.5047192771
United Arab Emirates,ARE,2020,37991.7492971665
United Arab Emirates,ARE,2019,45938.6073581994
United Arab Emirates,ARE,2018,47135.3591943971
United Kingdom,GBR,2024,53246.3676145108
United Kingdom,GBR,2023,49944.4702124201
United Kingdom,GBR,2022,47057.043229179
United Kingdom,GBR,2021,47691.3768799404
United Kingdom,GBR,2020,40812.6794663879
United Kingdom,GBR,2019,43158.7411267323
United Kingdom,GBR,2018,43702.9976303165
United States,USA,2024,84534.0407841548
United States,USA,2023,81032.262117545
United States,USA,2022,76657.2488844403
United States,USA,2021,70205.050916026
United States,USA,2020,63515.9491807833
United States,USA,2019,64746.4506778863
United States,USA,2018,62499.8744390068
Uruguay,URY,2024,23906.5133029408
Uruguay,URY,2023,23019.4221560046
Uruguay,URY,2022,20818.6146091144
Uruguay,URY,2021,17881.818721099
Uruguay,URY,2020,15757.5355995779
Uruguay,URY,2019,18315.7316980028
Uruguay,URY,2018,19249.9404677501
Uzbekistan,UZB,2024,3161.70010632875
Uzbekistan,UZB,2023,2878.96879292451
Uzbekistan,UZB,2022,2578.66689394219
Uzbekistan,UZB,2021,2258.51964119278
Uzbekistan,UZB,2020,1978.28051860763
Uzbekistan,UZB,2019,2041.38480729431
Uzbekistan,UZB,2018,1813.08530813664
Vanuatu,VUT,2024,3410.77023167097
Vanuatu,VUT,2023,3482.61458237637
Vanuatu,VUT,2022,3370.21191956953
Vanuatu,VUT,2021,3107.20312858002
Vanuatu,VUT,2020,3042.98711598286
Vanuatu,VUT,2019,3207.44650452083
Vanuatu,VUT,2018,3206.65748718811
"Venezuela, RB",VEN,2024,4217.59102643391
"Venezuela, RB",VEN,2023,3617.43594578269
"Venezuela, RB",VEN,2022,3155.04207099687
"Venezuela, RB",VEN,2021,2004.93397949792
"Venezuela, RB",VEN,2020,1506.0436210041
"Venezuela, RB",VEN,2019,2523.11275230667
"Venezuela, RB",VEN,2018,3422.65467014854
Viet Nam,VNM,2024,4717.29028732449
Viet Nam,VNM,2023,4323.35031982451
Viet Nam,VNM,2022,4147.69777213621
Viet Nam,VNM,2021,3704.1935590038
Viet Nam,VNM,2020,3534.03953482647
Viet Nam,VNM,2019,3440.90025375434
Viet Nam,VNM,2018,3222.31003125366
Virgin Islands (U.S.),VIR,2022,44320.909185774
Virgin Islands (U.S.),VIR,2021,42571.0777368471
Virgin Islands (U.S.),VIR,2020,39787.3741650202
Virgin Islands (U.S.),VIR,2019,38633.5298915336
Virgin Islands (U.S.),VIR,2018,36663.2087550584
West Bank and Gaza,PSE,2024,2592.30591217647
West Bank and Gaza,PSE,2023,3455.02852911712
West Bank and Gaza,PSE,2022,3799.95527015163
West Bank and Gaza,PSE,2021,3678.63565662194
West Bank and Gaza,PSE,2020,3233.56863835858
West Bank and Gaza,PSE,2019,3656.85827137011
West Bank and Gaza,PSE,2018,3562.33094270256
"Yemen, Rep.",YEM,2018,633.887202451545
Zambia,ZMB,2024,1187.10943350064
Zambia,ZMB,2023,1330.72780576709
Zambia,ZMB,2022,1447.12310138035
Zambia,ZMB,2021,1127.16077872857
Zambia,ZMB,2020,951.644316655957
Zambia,ZMB,2019,1258.98619844462
Zambia,ZMB,2018,1463.89997855593
Zimbabwe,ZWE,2024,2497.20332208763
Zimbabwe,ZWE,2023,2195.22492079245
Zimbabwe,ZWE,2022,2536.40050223076
Zimbabwe,ZWE,2021,2613.60542083552
Zimbabwe,ZWE,2020,2059.67445384499
Zimbabwe,ZWE,2019,2184.32923855469
Zimbabwe,ZWE,2018,2270.89531874302
