country_name,country_code,year,gdp_per_capita
Kenya,KEN,2022,2109.56288513137
Kenya,KEN,2021,2061.35622089594
Kenya,KEN,2020,1927.66459027849
Kenya,KEN,2019,1960.40808854893
Kenya,KEN,2018,1836.45275528993
Kiribati,KIR,2024,2288.63471423684
Kiribati,KIR,2023,2177.70125812262
Kiribati,KIR,2022,2069.7671726925
Kiribati,KIR,2021,2222.04819501897
Kiribati,KIR,2020,1751.78249168214
Kiribati,KIR,2019,1750.9977188915
Kiribati,KIR,2018,1912.73809378187
"Korea, Rep.",KOR,2024,36238.639908315
"Korea, Rep.",KOR,2023,35674.095995632
"Korea, Rep.",KOR,2022,34822.4048404971
"Korea, Rep.",KOR,2021,37518.4635305697
"Korea, Rep.",KOR,2020,33645.7719545073
"Korea, Rep.",KOR,2019,33826.9443301597
"Korea, Rep.",KOR,2018,35363.9508228687
Kosovo,XKX,2024,7023.06598512878
Kosovo,XKX,2023,6221.20618847799
Kosovo,XKX,2022,5290.95006509706
Kosovo,XKX,2021,5270.43236861018
Kosovo,XKX,2020,4310.88963754863
Kosovo,XKX,2019,4415.99923011071
Kosovo,XKX,2018,4384.18796444738
Kuwait,KWT,2024,32717.7186631255
Kuwait,KWT,2023,34075.849012909
Kuwait,KWT,2022,39981.7691035833
Kuwait,KWT,2021,34018.6342592913
Kuwait,KWT,2020,25236.0755848941
Kuwait,KWT,2019,31707.8737443551
Kuwait,KWT,2018,32067.9623756889
Kyrgyz Republic,KGZ,2024,2420.18542283831
Kyrgyz Republic,KGZ,2023,2138.2221021147798
Kyrgyz Republic,KGZ,2022,1739.72018344174
Kyrgyz Republic,KGZ,2021,1349.99730650542
Kyrgyz Republic,KGZ,2020,1229.51766602907
Kyrgyz Republic,KGZ,2019,1421.99927504102
Kyrgyz Republic,KGZ,2018,1283.5203037417
Lao PDR,LAO,2024,2123.97909415109
Lao PDR,LAO,2023,2066.94979776957
Lao PDR,LAO,2022,2046.40440255621
Lao PDR,LAO,2021,2526.05105018529
Lao PDR,LAO,2020,2583.77730696131
Lao PDR,LAO,2019,2589.32081035237
Lao PDR,LAO,2018,2545.1075420815
Latvia,LVA,2024,23409.0845154775
Latvia,LVA,2023,22710.2637544197
Latvia,LVA,2022,20221.103686109
Latvia,LVA,2021,20261.8887788916
Latvia,LVA,2020,17564.2321549354
Latvia,LVA,2019,17294.9751600969
Latvia,LVA,2018,17252.1710428626
Lebanon,LBN,2023,3477.72489842684
Lebanon,LBN,2022,3654.35845534878
Lebanon,LBN,2021,4045.37391066234
Lebanon,LBN,2020,5561.19166950397
Lebanon,LBN,2019,8905.88005497437
Lebanon,LBN,2018,9174.53666204759
Lesotho,LSO,2024,971.90771824829
Lesotho,LSO,2023,916.282976983803
Lesotho,LSO,2022,1030.12582947757
Lesotho,LSO,2021,1066.58645143823
Lesotho,LSO,2020,918.582574704447
Lesotho,LSO,2019,1082.05706777516
Lesotho,LSO,2018,1170.65569702819
Liberia,LBR,2024,851.497723870206
Liberia,LBR,2023,799.194470229642
Liberia,LBR,2022,744.617175237387
Liberia,LBR,2021,667.96610514319
Liberia,LBR,2020,616.787867006715
Liberia,LBR,2019,658.164180770507
Liberia,LBR,2018,692.203127129794
Libya,LBY,2024,6569.16408678648
Libya,LBY,2023,6026.51518708812
Libya,LBY,2022,5986.63694851258
Libya,LBY,2021,4935.82787349801
Libya,LBY,2020,6650.33810585348
Libya,LBY,2019,9963.19489084483
Libya,LBY,2018,11196.5854810844
Liechtenstein,LIE,2023,206780.590353385
Liechtenstein,LIE,2022,188055.003235348
Liechtenstein,LIE,2021,201944.830335076
Liechtenstein,LIE,2020,164671.093553454
Liechtenstein,LIE,2019,166907.839305016
Liechtenstein,LIE,2018,174988.775083446
Lithuania,LTU,2024,29384.0189598663
Lithuania,LTU,2023,27786.0057829276
Lithuania,LTU,2022,25085.784063499
Lithuania,LTU,2021,23870.4594851722
Lithuania,LTU,2020,20428.6478157394
Lithuania,LTU,2019,19608.7943945553
Lithuania,LTU,2018,19247.2315367967
Luxembourg,LUX,2024,137781.681659123
Luxembourg,LUX,2023,133230.619178899
Luxembourg,LUX,2022,123719.658915996
Luxembourg,LUX,2021,134965.815442152
Luxembourg,LUX,2020,116860.02817236
Luxembourg,LUX,2019,112696.649059674
Luxembourg,LUX,2018,116926.759593905
"Macao SAR, China",MAC,2024,72004.7437020733
"Macao SAR, China",MAC,2023,67216.3631112124
"Macao SAR, China",MAC,2022,36806.891255461
"Macao SAR, China",MAC,2021,44884.8961602393
"Macao SAR, China",MAC,2020,36883.6652578543
"Macao SAR, China",MAC,2019,81882.6964523869
"Macao SAR, China",MAC,2018,83588.2875009014
Madagascar,MDG,2024,544.987501003384
Madagascar,MDG,2023,508.718427705591
Madagascar,MDG,2022,503.51453347296
Madagascar,MDG,2021,483.469463351195
Madagascar,MDG,2020,450.771615201509
Madagascar,MDG,2019,499.818837622534
Madagascar,MDG,2018,500.45718552916
Malawi,MWI,2024,522.570393642547
Malawi,MWI,2023,633.214767978695
Malawi,MWI,2022,604.269740360317
Malawi,MWI,2021,617.446994451007
Malawi,MWI,2020,602.507478176106
Malawi,MWI,2019,580.889139762475
Malawi,MWI,2018,533.202567189331
Malaysia,MYS,2024,11874.4273684245
Malaysia,MYS,2023,11386.0395636528
Malaysia,MYS,2022,11754.5678336248
Malaysia,MYS,2021,10903.1037480772
Malaysia,MYS,2020,9957.52626697613
Malaysia,MYS,2019,10920.191763972
Malaysia,MYS,2018,10901.8019954421
Maldives,MDV,2024,13379.3513577224
Maldives,MDV,2023,12587.6126038651
Maldives,MDV,2022,11786.0191492983
Maldives,MDV,2021,10176.143882547
Maldives,MDV,2020,7393.8886543933
Maldives,MDV,2019,11740.2724029785
Maldives,MDV,2018,11423.2838427029
Mali,MLI,2024,1094.61949265799
Mali,MLI,2023,1043.9533853528
Mali,MLI,2022,976.914116406452
Mali,MLI,2021,1027.27345365357
Mali,MLI,2020,953.242943290974
Mali,MLI,2019,971.949318638092
Mali,MLI,2018,996.379292136901
Malta,MLT,2024,43898.5781808597
Malta,MLT,2023,40905.8059585057
Malta,MLT,2022,35638.8869457406
Malta,MLT,2021,38096.8360735119
Malta,MLT,2020,31823.4363934505
Malta,MLT,2019,32421.9179752262
Malta,MLT,2018,33382.2677499267
Marshall Islands,MHL,2024,7726.33668877794
Marshall Islands,MHL,2023,6793.24495895856
Marshall Islands,MHL,2022,6455.66062185762
Marshall Islands,MHL,2021,6315.31279603534
Marshall Islands,MHL,2020,5661.96787336674
Marshall Islands,MHL,2019,5292.33985502306
Marshall Islands,MHL,2018,4858.12079054875
Mauritania,MRT,2024,2110.12036938187
Mauritania,MRT,2023,2135.78187606359
Mauritania,MRT,2022,1960.35240077424
Mauritania,MRT,2021,1947.78918383313
Mauritania,MRT,2020,1795.76459566714
Mauritania,MRT,2019,1767.072710621
Mauritania,MRT,2018,1722.93528854073
Mauritius,MUS,2024,11990.7798944837
Mauritius,MUS,2023,11269.9684462139
Mauritius,MUS,2022,10246.5017455553
Mauritius,MUS,2021,9177.71195973013
Mauritius,MUS,2020,9135.84773751062
Mauritius,MUS,2019,11568.2533399824
Mauritius,MUS,2018,11818.7480619272
Mexico,MEX,2024,14185.7812248529
Mexico,MEX,2023,13860.9597809326
Mexico,MEX,2022,11405.7940473759
Mexico,MEX,2021,10314.0506722115
Mexico,MEX,2020,8841.27075039868
Mexico,MEX,2019,10369.555358527101
Mexico,MEX,2018,10084.7937562021
"Micronesia, Fed. Sts.",FSM,2024,4166.00476748564
"Micronesia, Fed. Sts.",FSM,2023,3919.64307910859
"Micronesia, Fed. Sts.",FSM,2022,3710.12451611752
"Micronesia, Fed. Sts.",FSM,2021,3508.22314197664
"Micronesia, Fed. Sts.",FSM,2020,3362.02802120524
"Micronesia, Fed. Sts.",FSM,2019,3572.65918282222
"Micronesia, Fed. Sts.",FSM,2018,3566.58690371125
Moldova,MDA,2024,7576.19589413326
Moldova,MDA,2023,6799.58594644576
Moldova,MDA,2022,5744.29618434435
Moldova,MDA,2021,5274.60582195352
Moldova,MDA,2020,4375.7788930524
Moldova,MDA,2019,4405.33418162155
Moldova,MDA,2018,4156.44981956646
Monaco,MCO,2024,288001.433369041
Monaco,MCO,2023,256799.788612806
Monaco,MCO,2022,226052.001905201
Monaco,MCO,2021,223823.363960226
Monaco,MCO,2020,176891.886538492
Monaco,MCO,2019,193746.785647412
Monaco,MCO,2018,188298.315668437
Mongolia,MNG,2024,6750.6301157724
Mongolia,MNG,2023,5838.63108083902
Mongolia,MNG,2022,4993.51487463495
Mongolia,MNG,2021,4517.61578018785
Mongolia,MNG,2020,4001.25193077703
Mongolia,MNG,2019,4347.54610314873
Mongolia,MNG,2018,4107.64288528468
Montenegro,MNE,2024,13263.3281277699
Montenegro,MNE,2023,12259.8775034436
Montenegro,MNE,2022,10024.5435616209
Montenegro,MNE,2021,9317.15520065156
Montenegro,MNE,2020,7538.53635992191
Montenegro,MNE,2019,8749.02375172644
Montenegro,MNE,2018,8673.59128084795
Morocco,MAR,2024,4153.1943359375
Morocco,MAR,2023,3813.72607421875
Morocco,MAR,2022,3463.1376953125
Morocco,MAR,2021,3785.93627929688
Morocco,MAR,2020,3268.0302734375
Morocco,MAR,2019,3508.09765625
Morocco,MAR,2018,3501.69799804688
Mozambique,MOZ,2024,656.776824637306
Mozambique,MOZ,2023,622.000297682823
Mozambique,MOZ,2022,578.251663751351
Mozambique,MOZ,2021,509.907829475551
Mozambique,MOZ,2020,462.433876479921
Mozambique,MOZ,2019,519.09255091362
Mozambique,MOZ,2018,517.507260258101
Myanmar,MMR,2024,1359.05001560107
Myanmar,MMR,2023,1233.19666209269
Myanmar,MMR,2022,1158.05005055976
Myanmar,MMR,2021,1242.7213439951
Myanmar,MMR,2020,1490.21683599469
Myanmar,MMR,2019,1425.98954241668
Myanmar,MMR,2018,1298.21310327675
Namibia,NAM,2024,4413.12752211572
Namibia,NAM,2023,4187.60500396525
Namibia,NAM,2022,4349.79908493314
Namibia,NAM,2021,4412.8355693052
Namibia,NAM,2020,3878.58982993966
Namibia,NAM,2019,4731.9210318831
Namibia,NAM,2018,5308.60813408705
Nauru,NRU,2024,13609.158837552
Nauru,NRU,2023,12752.4723855838
Nauru,NRU,2022,12911.9086441381
Nauru,NRU,2021,14979.099896799
Nauru,NRU,2020,10709.068810538
Nauru,NRU,2019,10801.7705659635
Nauru,NRU,2018,11413.7463016389
Nepal,NPL,2024,1447.31004458428
Nepal,NPL,2023,1382.33055769304
Nepal,NPL,2022,1385.91066274851
Nepal,NPL,2021,1252.75076731986
Nepal,NPL,2020,1154.21517578318
Nepal,NPL,2019,1203.14294706401
Nepal,NPL,2018,1179.19843190389
Netherlands,NLD,2024,67520.4218956281
Netherlands,NLD,2023,63515.6030780019
Netherlands,NLD,2022,59123.318556487
Netherlands,NLD,2021,60141.9880911492
Netherlands,NLD,2020,53467.9277413737
Netherlands,NLD,2019,53554.9007491475
Netherlands,NLD,2018,53955.0770024266
New Caledonia,NCL,2024,29213.1923192946
New Caledonia,NCL,2023,33701.8923322781
New Caledonia,NCL,2022,33516.363085906
New Caledonia,NCL,2021,35311.5543551452
New Caledonia,NCL,2020,33270.330597637
New Caledonia,NCL,2019,33411.3358835672
New Caledonia,NCL,2018,34902.8968780031
New Zealand,NZL,2024,49205.1792146792
New Zealand,NZL,2023,49075.9562832927
New Zealand,NZL,2022,49099.7090423358
New Zealand,NZL,2021,49950.4251691316
New Zealand,NZL,2020,41997.7830324279
New Zealand,NZL,2019,42855.831861632
New Zealand,NZL,2018,43257.0769238879
Nicaragua,NIC,2024,2847.53966339498
Nicaragua,NIC,2023,2609.44492072931
Nicaragua,NIC,2022,2322.89053964583
Nicaragua,NIC,2021,2138.38588469449
Nicaragua,NIC,2020,1938.44704754382
Nicaragua,NIC,2019,1958.62051528095
Nicaragua,NIC,2018,2035.16549390507
Niger,NER,2024,735.270255787226
Niger,NER,2023,638.336080897887
Niger,NER,2022,609.745147574878
Niger,NER,2021,608.722439593808
Niger,NER,2020,579.512495758236
Niger,NER,2019,561.691304349698
Niger,NER,2018,578.568035680892
Nigeria,NGA,2024,1084.16041805436
Nigeria,NGA,2023,2138.76383719983
Nigeria,NGA,2022,2899.16047470324
Nigeria,NGA,2021,2787.48779224428
Nigeria,NGA,2020,2797.18458068686
Nigeria,NGA,2019,3189.81286498516
Nigeria,NGA,2018,2057.87944554011
North Macedonia,MKD,2024,9291.85661671864
North Macedonia,MKD,2023,8674.35846327485
North Macedonia,MKD,2022,7606.2375253797
North Macedonia,MKD,2021,7620.80296977508
North Macedonia,MKD,2020,6659.59651070776
North Macedonia,MKD,2019,6718.85826635458
North Macedonia,MKD,2018,6713.98925398989
Northern Mariana Islands,MNP,2022,23785.754590043
Northern Mariana Islands,MNP,2021,19455.50139424
Northern Mariana Islands,MNP,2020,18220.8382427201
Northern Mariana Islands,MNP,2019,24496.6652122421
Northern Mariana Islands,MNP,2018,26509.3628379893
Norway,NOR,2024,86785.4334489176
Norway,NOR,2023,87497.2179649556
Norway,NOR,2022,109269.520580298
Norway,NOR,2021,93072.8925119571
Norway,NOR,2020,68340.0181033702
Norway,NOR,2019,76430.5889473338
Norway,NOR,2018,82792.8427113304
Oman,OMN,2024,20285.2272897377
Oman,OMN,2023,21027.7384778886
Oman,OMN,2022,23223.5829405935
Oman,OMN,2021,19403.4600160211
Oman,OMN,2020,16784.8630630058
Oman,OMN,2019,19180.1864152801
Oman,OMN,2018,19901.7615642016
Pakistan,PAK,2024,1478.77277977996
Pakistan,PAK,2023,1360.32417758419
Pakistan,PAK,2022,1538.3228133171
Pakistan,PAK,2021,1455.31922370186
Pakistan,PAK,2020,1278.39735206896
Pakistan,PAK,2019,1390.41690981745
Pakistan,PAK,2018,1569.33814626355
Palau,PLW,2023,15610.8231931032
Palau,PLW,2022,13729.7602761496
Palau,PLW,2021,13009.2481630213
Palau,PLW,2020,14708.2119536914
Palau,PLW,2019,15846.7968470167
Palau,PLW,2018,16166.9671073752
Panama,PAN,2024,19161.2188501596
Panama,PAN,2023,18797.1933994045
Panama,PAN,2022,17378.6070017557
Panama,PAN,2021,15509.8069124139
Panama,PAN,2020,13290.5608397749
Panama,PAN,2019,16477.9066268111
Panama,PAN,2018,16151.3273433486
Papua New Guinea,PNG,2024,3006.70564478923
Papua New Guinea,PNG,2023,2966.06830432055
Papua New Guinea,PNG,2022,3102.28968594061
Papua New Guinea,PNG,2021,2607.57861874444
Papua New Guinea,PNG,2020,2429.61134585269
Papua New Guinea,PNG,2019,2575.77274140393
Papua New Guinea,PNG,2018,2566.36833735041
Paraguay,PRY,2024,6416.09708970845
Paraguay,PRY,2023,6299.99026533713
Paraguay,PRY,2022,6205.62595379319
Paraguay,PRY,2021,5976.93179789949
Paraguay,PRY,2020,5365.47220721104
Paraguay,PRY,2019,5821.18199548738
Paraguay,PRY,2018,6258.44991640984
Peru,PER,2024,8452.37167056621
Peru,PER,2023,7887.54185920108
Peru,PER,2022,7350.63034300417
Peru,PER,2021,6826.20255614477
Peru,PER,2020,6133.32552410183
Peru,PER,2019,7037.00803692604
Peru,PER,2018,6978.49121548627
Philippines,PHL,2024,3984.8315387656
Philippines,PHL,2023,3804.08274131097
Philippines,PHL,2022,3548.06930572116
Philippines,PHL,2021,3484.38593882819
Philippines,PHL,2020,3227.57910235199
Philippines,PHL,2019,3400.78949767074
Philippines,PHL,2018,3168.51036609727
Poland,POL,2024,25103.565661423
Poland,POL,2023,22145.2660647429
Poland,POL,2022,18891.2121169279
Poland,POL,2021,18635.5104895754
Poland,POL,2020,16150.9304813473
Poland,POL,2019,15874.5220531254
Poland,POL,2018,15658.2120316794
Portugal,PRT,2024,29292.242104753
Portugal,PRT,2023,27634.6183139773
Portugal,PRT,2022,24620.5197587181
Portugal,PRT,2021,24711.4510062111
Portugal,PRT,2020,22299.4044062173
Portugal,PRT,2019,23343.3628970034
Portugal,PRT,2018,23541.1401075289
Puerto Rico (US),PRI,2024,39343.7154660139
Puerto Rico (US),PRI,2023,36980.7884784287
Puerto Rico (US),PRI,2022,35353.6821570014
Puerto Rico (US),PRI,2021,32619.0704601174
Puerto Rico (US),PRI,2020,31427.1130762831
Puerto Rico (US),PRI,2019,31830.5284993358
Puerto Rico (US),PRI,2018,30679.9181934488
Qatar,QAT,2024,76688.6941743178
Qatar,QAT,2023,81816.9797967481
Qatar,QAT,2022,88701.4689763536
Qatar,QAT,2021,71751.9363398856
Qatar,QAT,2020,51683.5681078949
Qatar,QAT,2019,66841.3623185691
Qatar,QAT,2018,71039.9308240078
Romania,ROU,2024,20080.2096215595
Romania,ROU,2023,18244.4186876321
Romania,ROU,2022,15503.551804598
Romania,ROU,2021,14907.9803652143
Romania,ROU,2020,13009.1770573223
Romania,ROU,2019,12909.6104013244
Romania,ROU,2018,12416.134317959
Russian Federation,RUS,2024,14889.0185546875
Russian Federation,RUS,2023,14159.3876953125
Russian Federation,RUS,2022,15619.6142578125
Russian Federation,RUS,2021,12425.029296875
Russian Federation,RUS,2020,10108.3271484375
Russian Federation,RUS,2019,11447.701171875
Russian Federation,RUS,2018,11211.8876953125
Rwanda,RWA,2024,999.65456165547
Rwanda,RWA,2023,1027.03446826565
Rwanda,RWA,2022,975.469323735369
Rwanda,RWA,2021,829.544845263697
Rwanda,RWA,2020,778.701498925026
Rwanda,RWA,2019,810.051412137354
Rwanda,RWA,2018,771.773511207309
Samoa,WSM,2024,5392.87761915762
Samoa,WSM,2023,4822.74084650019
Samoa,WSM,2022,4132.44717734444
Samoa,WSM,2021,4021.55934894283
Samoa,WSM,2020,4099.59660548583
Samoa,WSM,2019,4351.94234943706
Samoa,WSM,2018,4231.81409469194
San Marino,SMR,2023,59879.7173015651
San Marino,SMR,2022,54190.8417700372
San Marino,SMR,2021,54176.4798021628
San Marino,SMR,2020,44326.9556746411
San Marino,SMR,2019,46630.1443120725
San Marino,SMR,2018,47950.6880557136
Sao Tome and Principe,STP,2024,3490.56883486557
Sao Tome and Principe,STP,2023,2990.6606143535
Sao Tome and Principe,STP,2022,2389.73729784737
Sao Tome and Principe,STP,2021,2362.58827248102
Sao Tome and Principe,STP,2020,2167.22001796925
Sao Tome and Principe,STP,2019,1935.2931816596
Sao Tome and Principe,STP,2018,1825.59971753966
Saudi Arabia,SAU,2024,35121.6628687742
Saudi Arabia,SAU,2023,36156.848337701
Saudi Arabia,SAU,2022,38510.2276211037
Saudi Arabia,SAU,2021,31920.7653655643
Saudi Arabia,SAU,2020,24338.8307301067
Saudi Arabia,SAU,2019,29566.7933827436
Saudi Arabia,SAU,2018,29360.0658968566
Senegal,SEN,2024,1773.21829923448
Senegal,SEN,2023,1698.03387300843
Senegal,SEN,2022,1574.0281059306
Senegal,SEN,2021,1598.10676952274
Senegal,SEN,2020,1461.08720350553
Senegal,SEN,2019,1431.18128932159
Senegal,SEN,2018,1452.55612562445
Serbia,SRB,2024,13679.2065983557
Serbia,SRB,2023,12281.707946167
Serbia,SRB,2022,10024.8191112596
Serbia,SRB,2021,9680.52798074468
Serbia,SRB,2020,8098.70955668849
Serbia,SRB,2019,7755.632986437
Serbia,SRB,2018,7559.86165747394
Seychelles,SYC,2024,17858.8226383978
Seychelles,SYC,2023,18262.7115849287
Seychelles,SYC,2022,16836.6721895387
Seychelles,SYC,2021,14982.9111487767
Seychelles,SYC,2020,14041.4754074575
Seychelles,SYC,2019,19141.5118743615
Seychelles,SYC,2018,18440.2340460932
Sierra Leone,SLE,2024,806.654650417726
Sierra Leone,SLE,2023,758.329137378248
Sierra Leone,SLE,2022,860.371067916096
Sierra Leone,SLE,2021,885.396401885395
Sierra Leone,SLE,2020,845.277557920549
Sierra Leone,SLE,2019,843.712517809977
Sierra Leone,SLE,2018,845.914540460932
Singapore,SGP,2024,90674.066632628
Singapore,SGP,2023,85412.230345235
Singapore,SGP,2022,90299.0694637269
Singapore,SGP,2021,80056.1288247844
Singapore,SGP,2020,61410.0792630788
Singapore,SGP,2019,65952.0378959293
Singapore,SGP,2018,66881.6067035265
Sint Maarten (Dutch part),SXM,2024,41472.5874498583
Sint Maarten (Dutch part),SXM,2023,39451.8223361963
Sint Maarten (Dutch part),SXM,2022,37793.1284399157
Sint Maarten (Dutch part),SXM,2021,32548.4366854902
Sint Maarten (Dutch part),SXM,2020,30150.8998380477
Sint Maarten (Dutch part),SXM,2019,34861.469528968
Sint Maarten (Dutch part),SXM,2018,31708.3110124742
Slovak Republic,SVK,2024,25992.6748502048
Slovak Republic,SVK,2023,24614.8734642794
Slovak Republic,SVK,2022,21317.7943982363
Slovak Republic,SVK,2021,22123.3342114545
Slovak Republic,SVK,2020,19735.4858280801
Slovak Republic,SVK,2019,19406.0589683582
Slovak Republic,SVK,2018,19573.3717031314
Slovenia,SVN,2024,34301.0318686594
Slovenia,SVN,2023,32660.4753581346
Slovenia,SVN,2022,28360.3041467268
Slovenia,SVN,2021,29192.8401933019
Slovenia,SVN,2020,25392.0651093612
Slovenia,SVN,2019,25814.1687167572
Slovenia,SVN,2018,25888.0481065655
Solomon Islands,SLB,2024,1933.55538435227
Solomon Islands,SLB,2023,1882.64394148042
Solomon Islands,SLB,2022,1877.78104490956
Solomon Islands,SLB,2021,2043.44413170658
Solomon Islands,SLB,2020,2063.32780991967
Solomon Islands,SLB,2019,2223.65890942466
Solomon Islands,SLB,2018,2278.19908624102
"Somalia, Fed. Rep.",SOM,2024,629.538899449007
"Somalia, Fed. Rep.",SOM,2023,596.885985135589
"Somalia, Fed. Rep.",SOM,2022,573.141165798229
"Somalia, Fed. Rep.",SOM,2021,549.056994756254
"Somalia, Fed. Rep.",SOM,2020,518.16113333875
"Somalia, Fed. Rep.",SOM,2019,539.954816211694
"Somalia, Fed. Rep.",SOM,2018,509.497273804534
South Africa,ZAF,2024,6267.186814093
South Africa,ZAF,2023,6034.27208964673
South Africa,ZAF,2022,6534.24867783397
South Africa,ZAF,2021,6828.75624590017
South Africa,ZAF,2020,5580.60383075189
South Africa,ZAF,2019,6533.71121032856
South Africa,ZAF,2018,6914.1780318076
Spain,ESP,2024,35326.7683069278
Spain,ESP,2023,33493.2225409111
Spain,ESP,2022,30319.4987196616
Spain,ESP,2021,30799.4775937775
Spain,ESP,2020,27233.942646160802
Spain,ESP,2019,29786.5245689007
Spain,ESP,2018,30602.4212881113
Sri Lanka,LKA,2024,4515.56787322732
Sri Lanka,LKA,2023,3798.89016573011
Sri Lanka,LKA,2022,3342.63650253855
Sri Lanka,LKA,2021,3996.96240014909
Sri Lanka,LKA,2020,3847.60137695639
Sri Lanka,LKA,2019,4081.94772722003
Sri Lanka,LKA,2018,4358.56095906047
St. Kitts and Nevis,KNA,2024,23960.6534357084
St. Kitts and Nevis,KNA,2023,22576.9248439166
St. Kitts and Nevis,KNA,2022,21011.5744209816
St. Kitts and Nevis,KNA,2021,18361.1449697886
St. Kitts and Nevis,KNA,2020,18859.0190361046
St. Kitts and Nevis,KNA,2019,23595.4923231291
St. Kitts and Nevis,KNA,2018,22901.3816403197
St. Lucia,LCA,2024,14181.6303351598
St. Lucia,LCA,2023,13554.7684784933
St. Lucia,LCA,2022,13103.8243147472
St. Lucia,LCA,2021,10459.1321248092
St. Lucia,LCA,2020,8411.07474936367
St. Lucia,LCA,2019,11794.0597229805
St. Lucia,LCA,2018,11642.6984727769
St. Martin (French part),MAF,2021,21668.3776525323
St. Martin (French part),MAF,2019,19033.0649634889
St. Vincent and the Grenadines,VCT,2024,11501.2265187188
St. Vincent and the Grenadines,VCT,2023,10582.3656725229
St. Vincent and the Grenadines,VCT,2022,9693.55867833025
St. Vincent and the Grenadines,VCT,2021,8641.27904024443
St. Vincent and the Grenadines,VCT,2020,8351.20324040982
St. Vincent and the Grenadines,VCT,2019,8740.59425232061
St. Vincent and the Grenadines,VCT,2018,8428.12677153069
Sudan,SDN,2024,984.607666015625
Sudan,SDN,2023,797.283447265625
Sudan,SDN,2022,1046.24084472656
Sudan,SDN,2021,712.122009277344
Sudan,SDN,2020,577.795227050781
Sudan,SDN,2019,709.975280761719
Sudan,SDN,2018,731.027465820313
Suriname,SUR,2024,6961.78955961526
Suriname,SUR,2023,5521.97602122638
Suriname,SUR,2022,6084.43876736445
Suriname,SUR,2021,5029.84838543953
Suriname,SUR,2020,4755.39221710693
Suriname,SUR,2019,6629.66775248603
Suriname,SUR,2018,6665.74180472239
Sweden,SWE,2024,57117.4877440616
Sweden,SWE,2023,54950.2834725622
Sweden,SWE,2022,54836.8907235124
Sweden,SWE,2021,60647.5416365347
Sweden,SWE,2020,52568.5726980146
Sweden,SWE,2019,51648.9892820514
Sweden,SWE,2018,54018.4554391861
Switzerland,CHE,2024,103998.186685604
Switzerland,CHE,2023,100623.549627296
Switzerland,CHE,2022,94394.5106803525
Switzerland,CHE,2021,93664.7736696111
Switzerland,CHE,2020,85897.7843338323
Switzerland,CHE,2019,84121.9310304414
Switzerland,CHE,2018,85217.3691512274
Syrian Arab Republic,SYR,2022,1051.67149587463
Syrian Arab Republic,SYR,2021,663.614245706815
Syrian Arab Republic,SYR,2020,572.355289831901
Syrian Arab Republic,SYR,2019,1109.53926036049
Syrian Arab Republic,SYR,2018,1098.0668642357
Tajikistan,TJK,2024,1341.20229027672
Tajikistan,TJK,2023,1178.47990060249
Tajikistan,TJK,2022,1052.17949484894
Tajikistan,TJK,2021,896.748053372182
Tajikistan,TJK,2020,834.311715460625
Tajikistan,TJK,2019,871.022372934846
Tajikistan,TJK,2018,834.288404578801
Tanzania,TZA,2024,1186.71691894531
Tanzania,TZA,2023,1224.00219726563
Tanzania,TZA,2022,1207.52062988281
Tanzania,TZA,2021,1159.85656738281
Tanzania,TZA,2020,1117.41528320313
Tanzania,TZA,2019,1063.32250976563
Tanzania,TZA,2018,1023.10626220703
Thailand,THA,2024,7346.62022142185
Thailand,THA,2023,7195.10130919449
Thailand,THA,2022,6909.35281815827
Thailand,THA,2021,7057.20754802279
Thailand,THA,2020,6985.64393892574
Thailand,THA,2019,7605.69657797759
Thailand,THA,2018,7099.77650081458
Timor-Leste,TLS,2024,1331.9705130185
Timor-Leste,TLS,2023,1502.41147438211
Timor-Leste,TLS,2022,2343.24954740187
Timor-Leste,TLS,2021,2684.92676774277
Timor-Leste,TLS,2020,1630.86938521256
Timor-Leste,TLS,2019,1562.36458068032
Timor-Leste,TLS,2018,1219.46599728983
Togo,TGO,2024,1119.38160509429
Togo,TGO,2023,1055.01727877926
Togo,TGO,2022,951.232378690387
Togo,TGO,2021,962.075187515872
Togo,TGO,2020,863.468665870276
Togo,TGO,2019,826.255209019798
Togo,TGO,2018,851.120561233595
Tonga,TON,2023,5651.59373063157
Tonga,TON,2022,5298.01941509951
Tonga,TON,2021,4922.80171378368
Tonga,TON,2020,4792.35854741522
Tonga,TON,2019,4788.83342304684
Tonga,TON,2018,4675.04791274385
Trinidad and Tobago,TTO,2024,18733.4110406494
Trinidad and Tobago,TTO,2023,18308.4536298575
Trinidad and Tobago,TTO,2022,20750.5202434652
Trinidad and Tobago,TTO,2021,17712.5674104655
Trinidad and Tobago,TTO,2020,15283.6270531554
Trinidad and Tobago,TTO,2019,17212.6128892163
Trinidad and Tobago,TTO,2018,17571.498737278
Tunisia,TUN,2024,4181.13789301228
Tunisia,TUN,2023,3951.11683376921
Tunisia,TUN,2022,3707.29283414381
Tunisia,TUN,2021,3906.93926319391
Tunisia,TUN,2020,3548.65363663803
Tunisia,TUN,2019,3528.87213306798
Tunisia,TUN,2018,3628.10366464236
Turkiye,TUR,2024,15892.7157287241
Turkiye,TUR,2023,13375.0947282864
Turkiye,TUR,2022,10897.8397861365
Turkiye,TUR,2021,9981.76398411336
Turkiye,TUR,2020,8798.11791709313
Turkiye,TUR,2019,9395.23378001368
