country_name,country_code,year,import_value_usd
Belgium,BEL,2018,1110544357.865
Belgium,BEL,2019,1075488929.639
Belgium,BEL,2020,1107611101.322
Belgium,BEL,2021,1262872951.268
Belgium,BEL,2022,1105437767.751
Belgium,BEL,2023,1052695926.871
Belgium,BEL,2024,1035183250.603
Belize,BLZ,2018,2410935.09
Belize,BLZ,2019,2530501.815
Belize,BLZ,2020,1520230.13
Belize,BLZ,2021,1411944.91
Belize,BLZ,2022,3736606.46
Belize,BLZ,2023,2863173.085
Belize,BLZ,2024,2561136.29
Benin,BEN,2018,1537464.767
Benin,BEN,2019,2232212.582
Benin,BEN,2020,2444673.766
Benin,BEN,2021,2762335.549
Benin,BEN,2022,2926707.703
Benin,BEN,2023,2719619.579
Benin,BEN,2024,3065283.415
Bermuda,BMU,2018,15015695.5
Bermuda,BMU,2019,14458197.73
Bermuda,BMU,2020,13031358.85
Bermuda,BMU,2021,15899374.49
Bermuda,BMU,2022,17077814.55
Bermuda,BMU,2023,17267536.03
Bermuda,BMU,2024,15787167.92
Bhutan,BTN,2018,298057.857
Bhutan,BTN,2019,376761.475
Bhutan,BTN,2020,207223.88
Bhutan,BTN,2022,318270.279
Bhutan,BTN,2023,211924.993
Bolivia (Plurinational State of),BOL,2018,2620052.82
Bolivia (Plurinational State of),BOL,2019,1641188.17
Bolivia (Plurinational State of),BOL,2020,1491724.5
Bolivia (Plurinational State of),BOL,2021,1498965.56
Bolivia (Plurinational State of),BOL,2022,2527872
Bolivia (Plurinational State of),BOL,2023,1948924
Bolivia (Plurinational State of),BOL,2024,1732267
Bosnia Herzegovina,BIH,2018,18182837.43
Bosnia Herzegovina,BIH,2019,19202480.31
Bosnia Herzegovina,BIH,2020,15783737.68
Bosnia Herzegovina,BIH,2021,20215082.7
Bosnia Herzegovina,BIH,2022,21202903.16
Bosnia Herzegovina,BIH,2023,23479840.691
Bosnia Herzegovina,BIH,2024,25909348.262
Botswana,BWA,2018,9997924.538
Botswana,BWA,2019,11442187.988
Botswana,BWA,2020,9325528.343
Botswana,BWA,2021,12355228.928
Botswana,BWA,2022,14889029.793
Botswana,BWA,2023,14656746.356
Brazil,BRA,2018,392568035
Brazil,BRA,2019,388142133
Brazil,BRA,2020,438832872
Brazil,BRA,2021,497537333
Brazil,BRA,2022,485598603
Brazil,BRA,2023,490069386
Brazil,BRA,2024,544250604
Brunei Darussalam,BRN,2018,186070.843
Brunei Darussalam,BRN,2019,123289.49
Brunei Darussalam,BRN,2020,209768.73
Brunei Darussalam,BRN,2021,223196.03
Brunei Darussalam,BRN,2022,129041.063
Brunei Darussalam,BRN,2023,114189.806
Brunei Darussalam,BRN,2024,35987.793
Bulgaria,BGR,2018,23360555.948
Bulgaria,BGR,2019,23260685.825
Bulgaria,BGR,2020,23061728.086
Bulgaria,BGR,2021,35697381.58
Bulgaria,BGR,2022,35673515.537
Bulgaria,BGR,2023,43681162.249
Bulgaria,BGR,2024,43322418.422
Burkina Faso,BFA,2018,3699345.431
Burkina Faso,BFA,2019,3391808.942
Burkina Faso,BFA,2020,2932565.643
Burkina Faso,BFA,2021,5456504.073
Burkina Faso,BFA,2022,6163816.643
Burkina Faso,BFA,2023,3290396.359
Burkina Faso,BFA,2024,2840780.868
Burundi,BDI,2018,1001411.521
Burundi,BDI,2019,1017111.251
Burundi,BDI,2020,1302923.12
Burundi,BDI,2021,1445278.032
Burundi,BDI,2022,1910584.388
Burundi,BDI,2023,1581776.012
Cabo Verde,CPV,2018,5614814.18
Cabo Verde,CPV,2019,5764618.072
Cabo Verde,CPV,2020,4010557.635
Cabo Verde,CPV,2021,3606465.74
Cabo Verde,CPV,2022,4445502.974
Cabo Verde,CPV,2023,4943795.239
Cabo Verde,CPV,2024,4389013.548
Cambodia,KHM,2018,2257902.49
Cambodia,KHM,2019,2588101.49
Cambodia,KHM,2020,2305029.12
Cambodia,KHM,2021,1925282.74
Cambodia,KHM,2022,8384896.06
Cambodia,KHM,2023,3537869.71
Cambodia,KHM,2024,5189332.39
Cameroon,CMR,2018,16248568.351
Cameroon,CMR,2019,18926344.21
Cameroon,CMR,2020,15147542.56
Cameroon,CMR,2021,20857802.55
Cameroon,CMR,2022,19711439.845
Cameroon,CMR,2023,19550884.454
Canada,CAN,2018,1996662585.973
Canada,CAN,2019,1948910866.07
Canada,CAN,2020,1973197232.687
Canada,CAN,2021,2246691371.139
Canada,CAN,2022,2269852546.534
Canada,CAN,2023,1994855347.258
Canada,CAN,2024,2012563282.382
Cayman Isds,CYM,2020,12367830.34
Cayman Isds,CYM,2021,19798913.343
Cayman Isds,CYM,2022,19240554.199
Cayman Isds,CYM,2023,18391636.988
Cayman Isds,CYM,2024,15152468.111
Central African Rep.,CAF,2018,438722
Central African Rep.,CAF,2019,798415.252
Central African Rep.,CAF,2020,822047.489
Central African Rep.,CAF,2021,811551.804
Central African Rep.,CAF,2022,325477.443
Central African Rep.,CAF,2023,637374.239
Central African Rep.,CAF,2024,501839.52
Chile,CHL,2018,11364647.99
Chile,CHL,2019,12387221.518
Chile,CHL,2020,13723364.666
Chile,CHL,2021,22913962.474
Chile,CHL,2022,17704246.69
Chile,CHL,2023,10685319.423
Chile,CHL,2024,11157682.078
China,CHN,2018,2856629091
China,CHN,2019,2434144606
China,CHN,2020,1825074464
China,CHN,2021,1689521020
China,CHN,2022,1434947479
China,CHN,2023,1160277727
China,CHN,2024,1591749689
"China, Hong Kong SAR",HKG,2018,1538652672.579
"China, Hong Kong SAR",HKG,2019,1124313945.076
"China, Hong Kong SAR",HKG,2020,968173946.699
"China, Hong Kong SAR",HKG,2021,1363866940.788
"China, Hong Kong SAR",HKG,2022,1019876582.192
"China, Hong Kong SAR",HKG,2023,968997967.902
"China, Hong Kong SAR",HKG,2024,828999930.094
"China, Macao SAR",MAC,2018,118607318.728
"China, Macao SAR",MAC,2019,117550490.32
"China, Macao SAR",MAC,2020,85351182.252
"China, Macao SAR",MAC,2021,225962963.324
"China, Macao SAR",MAC,2022,368243788.11
"China, Macao SAR",MAC,2023,400819841.939
"China, Macao SAR",MAC,2024,230207641.959
Colombia,COL,2018,57184891.7
Colombia,COL,2019,65842256.53
Colombia,COL,2020,69605520.92
Colombia,COL,2021,77839368.72
Colombia,COL,2022,108404568.99
Colombia,COL,2023,74761403.61
Colombia,COL,2024,80714561.02
Comoros,COM,2018,125596.376
Comoros,COM,2019,170555.173
Comoros,COM,2020,121928.609
Comoros,COM,2021,35665.962
Comoros,COM,2022,41188.672
