country_name,country_code,year,total_imports_usd,italian_exports_usd,italian_market_share_pct
Germany,DEU,2024,2666902895.905,1188202718.906,44.553655130468826
Ghana,GHA,2018,6781643.232,834472.725,12.304875034747331
Ghana,GHA,2019,6063205.744,933162.251,15.390575388661922
Ghana,GHA,2021,26045980.629,1234709.919,4.740500795832025
Ghana,GHA,2022,22739434.986,1034173.786,4.5479308814696155
Ghana,GHA,2023,21611304.55,1502124.317,6.950641565966918
Greece,GRC,2018,49870385.033,22349423.364,44.81502067652183
Greece,GRC,2019,54158461.955,20480888.262,37.81659877826196
Greece,GRC,2020,33232719.172,13347025.134,40.1623022928724
Greece,GRC,2021,63626241.179,21662368.97,34.04628117046418
Greece,GRC,2022,73223570.105,25261577.267,34.49924284048947
Greece,GRC,2023,82892636.641,30087762.308,36.297267799921954
Greece,GRC,2024,77818538.721,33640104.024,43.2289073746407
Greenland,GRL,2018,3136091.11,0,0
Grenada,GRD,2018,2280815.867,161614.736,7.085830046095519
Grenada,GRD,2019,1761561.993,112406.635,6.3810774441476035
Grenada,GRD,2020,1426924.929,90862.834,6.367737513961395
Grenada,GRD,2021,1283606.295,81059.107,6.314950878298708
Grenada,GRD,2022,2502856.294,166326.925,6.645484417092945
Grenada,GRD,2023,2528835.387,144976.497,5.732935316599949
Grenada,GRD,2024,2323821.75,112866.616,4.856939479114523
Guatemala,GTM,2018,12385003,1025240.491,8.278080279835217
Guatemala,GTM,2019,15315851,1139376.916,7.439200838399381
Guatemala,GTM,2020,12958316,1155526.57,8.917258770352568
Guatemala,GTM,2021,21036717,2173068.878,10.329885970325122
Guatemala,GTM,2022,24328223,2350120.219,9.660057041568553
Guatemala,GTM,2023,18422247,2112050.646,11.464674455835926
Guatemala,GTM,2024,22686943,2868560.956,12.64410527235864
Guinea-Bissau,GNB,2018,3552406.554,0,0
Guyana,GUY,2018,512312.385,67495.064,13.174591514120824
Guyana,GUY,2019,634911.406,101073.723,15.919342768902785
Guyana,GUY,2020,1012441.702,37804.403,3.733983193829366
Guyana,GUY,2021,1473136.923,57005.717,3.8696821802490384
Guyana,GUY,2022,1877950.314,137750.344,7.335143159703426
Guyana,GUY,2023,1827391.109,82904.109,4.536746873271561
Guyana,GUY,2024,945042.92,119664.181,12.662301200034385
Honduras,HND,2018,5096977.83,701484.314,13.762749954908083
Honduras,HND,2019,4795898.33,598958.337,12.488970695089778
Honduras,HND,2020,4002091.4,459494.029,11.481347702353824
Honduras,HND,2021,7279359.17,814164.13,11.184557747272141
Honduras,HND,2023,6659015.83,1149640.479,17.264420273949103
Honduras,HND,2024,6995891.35,655398.658,9.36833671666442
Hungary,HUN,2018,20043822,8957397.918,44.68907136573055
Hungary,HUN,2019,24587106,10961614.988,44.582778420526594
Hungary,HUN,2020,23460996,9356890.192,39.88274918933536
Hungary,HUN,2021,26970640,11129811.038,41.26639574737567
Hungary,HUN,2022,26761434,12897243.634,48.19339514466975
Hungary,HUN,2023,25838717,13669005.394,52.90125432311519
Hungary,HUN,2024,35009230,16786331.919,47.948303687341884
Iceland,ISL,2018,25430421.351,5447577.83,21.421500473037916
Iceland,ISL,2019,26169434.393,6022135.684,23.01209721831377
Iceland,ISL,2020,30975175.416,6051370.399,19.536194122323547
Iceland,ISL,2021,37946416.509,7481624.897,19.7162883489289
Iceland,ISL,2022,34747036.795,7802216.318,22.454335787052543
Iceland,ISL,2023,37493808.631,8240727.678,21.97890259456475
Iceland,ISL,2024,32143949.387,8847956.808,27.52604137554543
India,IND,2018,27348271.073,2754258.709,10.071052395407856
India,IND,2019,21740467.853,1945390.679,8.948246616190243
India,IND,2020,13173116.031,1832836.233,13.913460024847785
India,IND,2021,23512494.991,3647666.918,15.513738203437095
India,IND,2022,33400168.646,5233764.367,15.669874073006499
India,IND,2023,435869531.94,3796044.345,0.8709129835490653
India,IND,2024,25653791.688,2720307.601,10.603920208303828
Indonesia,IDN,2018,18646024,3920541.718,21.026153983283514
Indonesia,IDN,2019,14006611,1136423.619,8.113480262998666
Indonesia,IDN,2020,4254414,1395240.386,32.79512492202216
Indonesia,IDN,2021,8478951,3034561.544,35.789351111947695
Indonesia,IDN,2022,11059079,5284585.547,47.78504201841763
Indonesia,IDN,2023,16595783,7206848.899,43.4257841223882
Indonesia,IDN,2024,13056840,4384169.633,33.577570323294154
Ireland,IRL,2018,326881423.153,41163192.09,12.592698506067496
Ireland,IRL,2019,322820185.792,39348189.507,12.188887572338146
Ireland,IRL,2020,395615351.474,42699053.442,10.79307293888119
Ireland,IRL,2021,350043146.803,48181050.729,13.764317675990872
Ireland,IRL,2022,336004178.997,48014480.995,14.28984637581805
Ireland,IRL,2023,374081916.639,51934359.024,13.883151447312054
Ireland,IRL,2024,357943040.612,61159781.844,17.08645647626809
Israel,ISR,2018,40776000,9186687.223,22.529642983617812
Israel,ISR,2019,43472000,10617516.747,24.423805546098638
Israel,ISR,2020,52074000,13474485.07,25.875648250566503
Israel,ISR,2021,77790000,16520619.548,21.23745924668981
Israel,ISR,2022,78862000,15096407.226,19.142815584185033
Israel,ISR,2023,77565000,16019769.875,20.653348643073553
Israel,ISR,2024,77633000,18049654.545,23.24997687194879
Italy,ITA,2018,414014440.095,0,0
Italy,ITA,2019,373330985.259,0,0
Italy,ITA,2020,329104282.399,0,0
Italy,ITA,2021,509110986.312,0,0
Italy,ITA,2022,494791802.342,0,0
Italy,ITA,2023,620401075.831,0,0
Italy,ITA,2024,566883358.558,0,0
Jamaica,JAM,2018,10431593.84,1173825.762,11.252602238969075
Jamaica,JAM,2019,10613884.083,993758.569,9.362817242291904
Jamaica,JAM,2020,6002412.49,669680.937,11.156862979938255
Jamaica,JAM,2021,9902055.19,1149223.815,11.605912034913633
Jamaica,JAM,2022,15568341.21,1793301.801,11.518900933698124
Jamaica,JAM,2023,13575511.48,1446274.631,10.653555360552794
Japan,JPN,2018,1689399387.454,190617398.968,11.283145973864055
Japan,JPN,2019,1810463541.221,204098038.23,11.273247628745601
Japan,JPN,2020,1565352201.404,175826361.573,11.23238344797403
Japan,JPN,2021,1706817979.281,183339137.269,10.74157522914259
Japan,JPN,2022,1868444893.967,209852805.175,11.231415272272214
Japan,JPN,2023,1783493168.134,198525060.972,11.131248749313075
Japan,JPN,2024,1644449477.057,192924049.34,11.731831961494361
Jordan,JOR,2018,2032101.835,801545.366,39.444153447162265
Jordan,JOR,2019,2267407.518,887554.081,39.14400362326045
Jordan,JOR,2020,2526373.77,942301.42,37.29857518272128
Jordan,JOR,2021,2953121.766,857254.908,29.028769415124756
Jordan,JOR,2022,5470215.843,1370196.339,25.04830482609532
Jordan,JOR,2023,3338125.413,1111540.898,33.298356426969875
Kazakhstan,KAZ,2018,41699851.85,3229617.494,7.744913592540737
Kazakhstan,KAZ,2019,36229132.4,3135101.263,8.653536685300253
Kazakhstan,KAZ,2020,35896770.16,3187637.17,8.88001108676904
Kazakhstan,KAZ,2021,46986391.78,4619305.824,9.831156743485527
Kazakhstan,KAZ,2022,48883121.58,5326985.497,10.897392238509331
Kazakhstan,KAZ,2023,58358282.17,7962907.6,13.64486291218054
Kazakhstan,KAZ,2024,52623614.75,8625421.072,16.39078028557512
Kenya,KEN,2018,23426291.064,1104501.4,4.714794147236247
Kenya,KEN,2019,21173343.11,1406107.294,6.64093188635812
Kenya,KEN,2020,17584971.948,847724.165,4.8207308348672955
Kenya,KEN,2021,21512732.411,1413585.198,6.570923539574166
Kenya,KEN,2022,22525935,1800183.474,7.991603784704164
Kenya,KEN,2023,24000497.787,1999144.576,8.329596301468579
Kenya,KEN,2024,22686924.705,2180948.525,9.613240019786984
Kiribati,KIR,2018,46964.845,0,0
Kiribati,KIR,2020,36344.394,0,0
Kiribati,KIR,2021,55165.528,0,0
Kuwait,KWT,2018,941,0,0
Kuwait,KWT,2024,46634,280137.855,600.7159047047219
Kyrgyzstan,KGZ,2018,2969307,66846.72,2.251256606339459
Kyrgyzstan,KGZ,2019,2836913,48619.681,1.7138234764337152
Kyrgyzstan,KGZ,2020,2318303,23363.619,1.0077897065224002
Kyrgyzstan,KGZ,2021,3224040,55581.698,1.7239766876341482
Kyrgyzstan,KGZ,2022,3140767,169427.1,5.394449827064536
Kyrgyzstan,KGZ,2023,3679812,250550.483,6.808784878140514
Kyrgyzstan,KGZ,2024,3936051,1584019.196,40.24386868970956
Lao People's Dem. Rep.,LAO,2018,3353839,244605.097,7.29328679760716
Lao People's Dem. Rep.,LAO,2019,3391860.22,277692.728,8.187033367784242
Lao People's Dem. Rep.,LAO,2020,1278723.43,205892.251,16.10139035303357
Lao People's Dem. Rep.,LAO,2021,1879143.84,103220.112,5.492932994421544
Lao People's Dem. Rep.,LAO,2022,1767119.34,225536.69,12.762957480845632
Lao People's Dem. Rep.,LAO,2023,1938711.13,422826.85,21.809688068381803
Latvia,LVA,2018,110267248.011,40791739.543,36.99352280826915
Latvia,LVA,2019,126551950.895,46018473.045,36.36330591472389
Latvia,LVA,2020,145952917.578,53246909.119,36.48225057957053
Latvia,LVA,2021,143820947.3,51594318.625,35.87399443099065
Latvia,LVA,2022,162279383.069,80003061.382,49.29958437664462
Latvia,LVA,2023,188035055.604,97624215.52,51.918093254693765
Latvia,LVA,2024,172057511.177,85969636.053,49.96563966600727
Lebanon,LBN,2018,14243294,2570558.953,18.047503288214088
Lebanon,LBN,2019,10877523.23,2124264.4,19.528934621268558
Lebanon,LBN,2020,2811408,924920.624,32.89884015411494
Lebanon,LBN,2021,4648974,954492.719,20.531255261913707
Lebanon,LBN,2022,7860256,1807550.602,22.996078015779638
Lebanon,LBN,2023,8155476,2467251.712,30.25270029609553
Lebanon,LBN,2024,8027252,2854254.319,35.557053883446045
Lesotho,LSO,2018,3697404.801,0,0
Lesotho,LSO,2019,3230486.865,0,0
Lesotho,LSO,2020,3123271.268,0,0
Lesotho,LSO,2021,4018735.374,0,0
Lesotho,LSO,2022,4722081.891,0,0
Lesotho,LSO,2023,4204030.983,0,0
Lesotho,LSO,2024,5242744.13,0,0
Liberia,LBR,2018,589703.54,0,0
Liberia,LBR,2019,590555.72,0,0
Liberia,LBR,2020,687970.37,0,0
Liberia,LBR,2021,1540820.23,1810.775,0.11752019896571582
Liberia,LBR,2022,2080483.59,22593.158,1.0859570394400466
Liberia,LBR,2023,1866545.82,25699.593,1.3768530471970948
Lithuania,LTU,2018,245736464,25938829.123,10.555547475852018
Lithuania,LTU,2019,241039556,24614854.23,10.21195634379612
Lithuania,LTU,2020,270949796,25373978.942,9.36482673786549
Lithuania,LTU,2021,299623489,32941172.17,10.994188833439559
Lithuania,LTU,2022,285244178,39282516.458,13.771540135693847
Lithuania,LTU,2023,313836959,43452098.642,13.845437064026612
Lithuania,LTU,2024,113282605,40347484.835,35.61666403681307
Luxembourg,LUX,2018,134921765.244,14566266.903,10.796083846559194
Luxembourg,LUX,2019,132006649.846,13619691.673,10.317428469617887
Luxembourg,LUX,2020,125012499.574,13089188.093,10.470303479734822
Luxembourg,LUX,2021,149442541.326,17929065.74,11.997297142377155
Luxembourg,LUX,2022,134823716.588,16175131.288,11.99724477068723
Luxembourg,LUX,2023,143797491.571,16635010.638,11.56835940339506
Luxembourg,LUX,2024,242968474.195,17640624.587,7.260458232470979
Madagascar,MDG,2018,2101886.164,36226.945,1.7235445772695046
Madagascar,MDG,2019,2245409.146,54585.609,2.4309872032560067
Madagascar,MDG,2020,1102341.211,31028.897,2.814817834112527
Madagascar,MDG,2021,1356867.841,21251.478,1.56621576234999
Madagascar,MDG,2022,8475267.351,52091.157,0.6146255314748714
Madagascar,MDG,2023,8715789.467,60222.337,0.6909567656265188
Madagascar,MDG,2024,1930276.422,73146.914,3.7894528040813427
Malawi,MWI,2018,363848.082,0,0
Malawi,MWI,2019,261800.443,0,0
Malawi,MWI,2020,334843.052,0,0
Malawi,MWI,2021,182178.917,0,0
Malawi,MWI,2022,168401.98,0,0
Malawi,MWI,2023,150916.12,0,0
Malawi,MWI,2024,510563.183,20966.931,4.106628072318329
Malaysia,MYS,2018,101713101.495,4150655.329,4.08074797444264
Malaysia,MYS,2019,92842452.328,3838494.125,4.134416992174132
Malaysia,MYS,2020,66474237.086,3798027.855,5.713533575551023
Malaysia,MYS,2021,82874440.539,3878718.786,4.680235258028328
Malaysia,MYS,2022,131510606.513,6252211.925,4.754150323519313
Malaysia,MYS,2023,101562918.412,5703480.042,5.615711059880409
Malaysia,MYS,2024,101087762.803,4614256.786,4.564604713819091
Maldives,MDV,2018,10787286.111,1581633.978,14.662019359875679
Maldives,MDV,2019,13071186.42,1969474.936,15.06730049375273
Maldives,MDV,2020,5859711.207,536965.757,9.163689779771769
Maldives,MDV,2021,14452814.286,2365655.666,16.368131626042814
Maldives,MDV,2022,15051146.512,2536327.649,16.85139166626166
Maldives,MDV,2023,13649847.188,1770528.708,12.97105149687336
Maldives,MDV,2024,15517608.121,2331129.97,15.022482536115078
Mali,MLI,2018,336533.84,0,0
Mali,MLI,2019,823350.63,1468.812,0.17839447089510332
Mali,MLI,2020,961736.405,7071.335,0.7352674769548732
Mali,MLI,2021,1026229.766,18246.135,1.7779775645291505
Mali,MLI,2022,957508.23,7312.37,0.7636874306552958
Mali,MLI,2023,963621.127,8645.824,0.8972223374674931
Malta,MLT,2018,22980742.566,15558395.806,67.70188457277547
Malta,MLT,2019,24842020.134,15516678.738,62.4614208277012
Malta,MLT,2020,20382174.658,14068765.08,69.02484801580293
Malta,MLT,2021,24197578.738,18624485.108,76.96838311658021
Malta,MLT,2022,26531602.355,17954506.521,67.67215293205385
Malta,MLT,2023,29037796.414,18054786.619,62.17684827590857
Malta,MLT,2024,29073757.676,19559900.91,67.27682444071012
Mauritania,MRT,2018,774311.44,0,0
Mauritania,MRT,2019,181214.08,0,0
Mauritania,MRT,2021,11689.81,0,0
Mauritania,MRT,2022,18649.746,0,0
Mauritania,MRT,2023,2251.335,0,0
Mauritania,MRT,2024,53333.725,0,0
Mauritius,MUS,2018,19982377.615,650558.035,3.2556587986389127
Mauritius,MUS,2019,16109008.052,615076.082,3.818212021587734
Mauritius,MUS,2020,9577447.027,324878.235,3.3921172738844527
Mauritius,MUS,2021,11355243.016,634626.516,5.588841340566515
Mauritius,MUS,2022,23727601.791,1328158.638,5.5975258254029585
Mauritius,MUS,2023,20237692.876,1447039.088,7.150217650135665
Mauritius,MUS,2024,22011673.171,1397884.112,6.350649044897179
Mexico,MEX,2018,271125775,42272560.202,15.591494464884425
Mexico,MEX,2019,271185117,41335937.266,15.242701267415057
Mexico,MEX,2020,221774200,45395443.535,20.46921758031367
Mexico,MEX,2021,271633447,45418700.416,16.720584639932063
Mexico,MEX,2022,398991959,57613823.786,14.439845838096199
Mexico,MEX,2023,352647524,55936474.786,15.86186517107093
Mexico,MEX,2024,348551435,59502853.602,17.07146998318914
Mongolia,MNG,2018,7647628.86,641654.823,8.390245326314123
Mongolia,MNG,2019,6339817.83,691152.018,10.901764633196095
Mongolia,MNG,2020,5672935.17,415086.591,7.316963415959503
Mongolia,MNG,2021,12700384.54,1214009.598,9.55884126324257
Mongolia,MNG,2022,15979803.835,2583581.1,16.167789834448865
Mongolia,MNG,2023,12358849.724,1812984.721,14.669526383829343
Montenegro,MNE,2018,8143639.092,1129981.663,13.87563533003385
Montenegro,MNE,2019,7869950.746,1156321.987,14.692874508620207
Montenegro,MNE,2020,6725116.5,666932.813,9.91704475305372
Montenegro,MNE,2021,9074706.694,1408656.719,15.522889791373352
Montenegro,MNE,2022,11493097.023,1997039.332,17.375989500510805
Montenegro,MNE,2023,14008878.502,2682934.527,19.151672466978468
Montenegro,MNE,2024,14791985.737,3027321.354,20.465956416031393
Montserrat,MSR,2018,19432.739,0,0
Montserrat,MSR,2019,33144.314,0,0
Montserrat,MSR,2020,38718.103,0,0
Montserrat,MSR,2021,45421.537,0,0
Montserrat,MSR,2022,65446.355,0,0
Montserrat,MSR,2023,55970.133,0,0
Montserrat,MSR,2024,71193.263,0,0
Morocco,MAR,2018,29145617.588,361082.59,1.238891538015194
Morocco,MAR,2019,27109247.647,542003.821,1.9993318444600214
Morocco,MAR,2020,27730000.584,304744.746,1.098971293119393
Morocco,MAR,2021,25770193.328,442642.926,1.717654657712857
Morocco,MAR,2022,35881220.373,494946.546,1.379402765164695
Morocco,MAR,2023,46833418.702,892435.868,1.905553540044876
Morocco,MAR,2024,39953351.895,1148994.937,2.8758411560052157
Mozambique,MOZ,2018,11708951.695,177604.853,1.516829666961915
Mozambique,MOZ,2019,5606059.815,267908.114,4.778902167314817
Mozambique,MOZ,2020,7163797.073,536463.191,7.488531368677422
Mozambique,MOZ,2021,10011885.599,423347.701,4.228451242414161
Mozambique,MOZ,2022,9113046.859,589271.271,6.46623769324788
Mozambique,MOZ,2023,8557000,835901.738,9.768630805188733
Mozambique,MOZ,2024,8426821.5,746789.076,8.862049302931123
Myanmar,MMR,2018,5266909.01,248700.646,4.721946886262993
Myanmar,MMR,2019,5061645.26,345944.332,6.834622227160976
Myanmar,MMR,2020,3146017.35,149754.46,4.760128230062049
Myanmar,MMR,2021,3848996.999,125251.016,3.254120905590241
Myanmar,MMR,2022,3353402.92,126936.588,3.7853067772720856
Myanmar,MMR,2023,4221110.879,246371.38,5.836647912417939
Myanmar,MMR,2024,1371777.61,122288.06,8.914568885549896
Namibia,NAM,2018,46456415.008,0,0
Namibia,NAM,2019,37553038.059,0,0
Namibia,NAM,2020,31622049.978,13504.183,0.04270495748819287
Namibia,NAM,2021,38663390.47,0,0
Namibia,NAM,2022,42597785.183,18756.902,0.04403257568303231
Namibia,NAM,2023,47205665.057,57993.842,0.12285356414314567
Namibia,NAM,2024,52250330.317,69067.537,0.13218583802431658
Nepal,NPL,2018,3397848.63,159887,4.705536279289758
Nepal,NPL,2019,2732455.13,118210.232,4.326154552444563
Nepal,NPL,2020,1101211.97,101229.405,9.192544919394583
Nepal,NPL,2021,2538212.66,218931.145,8.625405918509601
Nepal,NPL,2022,2310430.592,378514.118,16.382838736235016
Netherlands,NLD,2018,1380049744.657,181311818.02,13.138063951822518
Netherlands,NLD,2019,1335770809.927,184432509.492,13.807197171951922
Netherlands,NLD,2020,1488933858.327,222112419.875,14.917547789837393
Netherlands,NLD,2021,1701803133.484,268261835.952,15.763388295260894
Netherlands,NLD,2022,1569394245.391,244217563.47,15.561262836742177
Netherlands,NLD,2023,1602247659.301,260245350.815,16.242517147975434
Netherlands,NLD,2024,1533638273.644,257730394.269,16.805161862361448
New Zealand,NZL,2018,143397945.276,7770210.843,5.418634714775424
New Zealand,NZL,2019,137753032.414,8474395.134,6.151875559828865
New Zealand,NZL,2020,144681182.696,9698682.065,6.703485473559194
New Zealand,NZL,2021,183745641.498,13749249.657,7.482762336514879
New Zealand,NZL,2022,165723895.786,11344434.973,6.845382748936289
New Zealand,NZL,2023,154014773.594,10049322.448,6.524908106861961
New Zealand,NZL,2024,145885130.511,10585798.814,7.256256190689572
Nicaragua,NIC,2018,2758990.51,220419.159,7.98912349285319
Nicaragua,NIC,2019,2260362.73,195441.514,8.646466843841475
Nicaragua,NIC,2020,2623577.77,203597.579,7.760302794454613
Nicaragua,NIC,2021,3557716.88,313490.05,8.811551356498047
Nicaragua,NIC,2022,3133695.54,236255.672,7.539203122457773
Nicaragua,NIC,2023,4410457.33,249467.052,5.656262680586913
Nicaragua,NIC,2024,2658320,236403.744,8.892975413042823
Niger,NER,2018,308321.222,0,0
Niger,NER,2019,376443.788,0,0
Niger,NER,2020,297001.944,0,0
Niger,NER,2021,221295.471,1215.857,0.5494269695198597
Niger,NER,2022,370511.832,2936.953,0.7926745508089469
Niger,NER,2023,137723.197,32726.757,23.762704985711306
Niger,NER,2024,70450.217,7719.695,10.957659647804917
Nigeria,NGA,2018,5768465.007,3646519.056,63.21472092792396
Nigeria,NGA,2019,15638515.81,4137688.375,26.458318840936094
Nigeria,NGA,2020,13851855.995,3130525.086,22.600040652530623
Nigeria,NGA,2021,12885701.903,6157262.079,47.783676243251364
Nigeria,NGA,2022,14469829.641,6804848.687,47.02784245447219
Nigeria,NGA,2023,7382156.853,3469402.826,46.99714318031709
Nigeria,NGA,2024,6207213.267,2396827.541,38.61358451694391
North Macedonia,MKD,2018,682231.43,189649.403,27.798397238895895
North Macedonia,MKD,2019,1098901.54,248186.63,22.58497426439133
North Macedonia,MKD,2020,921525.63,248758.867,26.99424290564767
North Macedonia,MKD,2021,1535108.55,409472.975,26.673877557388366
North Macedonia,MKD,2022,1480935.76,413083.598,27.893417740145594
North Macedonia,MKD,2023,1967799.966,417099.37,21.196228133281714
North Macedonia,MKD,2024,3873645.06,729022.356,18.820060813728762
Norway,NOR,2018,440635666.124,110746934.992,25.13344776789687
Norway,NOR,2019,431530776.166,106155307.162,24.599707141435605
Norway,NOR,2020,505927132.762,140156199.564,27.702843055450987
Norway,NOR,2021,567194803.657,138798666.477,24.47107511953438
Norway,NOR,2022,494346405.379,116361874.668,23.53852954160534
Norway,NOR,2023,523735682.026,111989624.944,21.3828518444234
Norway,NOR,2024,498590011.172,96616862.347,19.37801804731098
Oman,OMN,2018,3923008.75,35266.829,0.898974008151269
Oman,OMN,2019,4192522.379,67088.421,1.600192317065268
Oman,OMN,2020,3329601.781,25251.669,0.7583990717477335
Oman,OMN,2021,2446533.156,0,0
Oman,OMN,2022,3487191.152,6767.944,0.19408009784947977
Oman,OMN,2023,4956423.919,13880.245,0.2800455575801607
"Other Asia, nes",S19,2018,214744035.59,14810527.162,6.896828180260613
"Other Asia, nes",S19,2019,209532289.79,14398815.658,6.871883885978127
"Other Asia, nes",S19,2020,215974493.595,19091171.079,8.839548949145899
"Other Asia, nes",S19,2021,264112596.811,23609192.637,8.939063460837056
"Other Asia, nes",S19,2022,278105265.07,23533770.878,8.462180991818503
"Other Asia, nes",S19,2023,274658197.43,20808203.64,7.576035900149394
"Other Asia, nes",S19,2024,238974796.233,18275562.438,7.6474853106188485
Pakistan,PAK,2018,112622.182,306716.192,272.340836017544
Pakistan,PAK,2019,91086.443,251219.413,275.8032970943876
Pakistan,PAK,2020,98088.879,370333.067,377.54847519462425
Pakistan,PAK,2021,137218.022,152963.804,111.47501018488666
Pakistan,PAK,2022,63123.871,57713.383,91.4287766033867
Pakistan,PAK,2023,76058.065,74278.829,97.66068726570943
Pakistan,PAK,2024,42286.531,11891.285,28.12073896532208
Palau,PLW,2018,410794.67,3911.32,0.9521350410899928
Panama,PAN,2018,38320398,2304101.483,6.012728476880642
Panama,PAN,2019,39049956,2305828.33,5.904816717335097
Panama,PAN,2020,29803715,2048092.207,6.871935954964004
Panama,PAN,2021,29043734,3364172.345,11.583126140047971
Panama,PAN,2022,30260192,3860225.652,12.756778450050813
Panama,PAN,2023,25258673,3350122.678,13.263256854388192
Panama,PAN,2024,27072223,3786946.899,13.988311558308308
Papua New Guinea,PNG,2019,3542221.999,0,0
Papua New Guinea,PNG,2020,2744364.63,0,0
Papua New Guinea,PNG,2021,3285999.213,0,0
Papua New Guinea,PNG,2022,3341548.237,0,0
Papua New Guinea,PNG,2023,3576950.905,0,0
Paraguay,PRY,2018,51670490,2655292.402,5.138895338519143
Paraguay,PRY,2019,42313866,1241204.076,2.9333270469779333
Paraguay,PRY,2020,31681535,711581.255,2.246044123177744
Paraguay,PRY,2021,45125546,1157621.271,2.565334657668186
Paraguay,PRY,2022,45981915.58,1691917.438,3.6795279549769466
Paraguay,PRY,2023,37521053.513,1826286.487,4.867364628680383
Paraguay,PRY,2024,38925906.84,2039934.938,5.240558547254643
Peru,PER,2018,37954921.79,4398361.611,11.588382753982748
Peru,PER,2019,37465410.87,4926824.238,13.150327525021483
Peru,PER,2020,33873650.6,4194884.997,12.383917654862982
Peru,PER,2021,42276382.08,5526721.931,13.072835609588662
Peru,PER,2022,53594844.57,10400392.672,19.405584166619033
Peru,PER,2023,45661610.21,9583150.783,20.98732554311295
Peru,PER,2024,49949241.988,7362531.123,14.740025734061796
Philippines,PHL,2018,36601771.35,2950289.988,8.060511497621821
Philippines,PHL,2019,44030284,3135475.183,7.121178648313966
Philippines,PHL,2020,24064580,2733993.469,11.361068711774733
Philippines,PHL,2021,30681282,3117207.889,10.15996622631349
Philippines,PHL,2022,56143789,4594490.135,8.183434386660295
Philippines,PHL,2023,53893416,5822423.915,10.803590395902905
Philippines,PHL,2024,39295919,4898905.742,12.466703583137983
Poland,POL,2018,354095925,76263544.669,21.53753807502868
Poland,POL,2019,333090751,84804210.679,25.459791490577892
Poland,POL,2020,367661184,88542771.215,24.082708501259685
Poland,POL,2021,423478281,109704842.089,25.905659631455812
Poland,POL,2022,403345131,113374101.912,28.10845928173607
Poland,POL,2023,425979771,135852580.032,31.891791413728892
Poland,POL,2024,426252781,129305329.26,30.335363198486675
Portugal,PRT,2018,195535427,14561840.688,7.447162343629935
Portugal,PRT,2019,189447101.956,14578842.486,7.695468727405504
Portugal,PRT,2020,189895468.17,13152167.638,6.926003956148019
Portugal,PRT,2021,204455632.555,18861942.698,9.225445375258127
Portugal,PRT,2022,217434505.66,18514749.453,8.515092577785845
Portugal,PRT,2023,213638772.075,22360697.775,10.466591601242706
Portugal,PRT,2024,166568505.107,20433727.016,12.267461368446464
Qatar,QAT,2018,6218307.555,671754.978,10.802858688773878
Qatar,QAT,2019,6156578.825,782051.533,12.702696663678307
Qatar,QAT,2020,6865182.689,1002627.644,14.604529688721879
Qatar,QAT,2021,5462843.236,722711.101,13.229577891552005
Qatar,QAT,2022,13300119.165,2208698.947,16.606610208518386
Qatar,QAT,2023,4059680.286,381622.947,9.400320225118339
Qatar,QAT,2024,8435654.143,333354.186,3.951728939439996
Rep. of Korea,KOR,2018,244001146,34236808.309,14.031412913527873
Rep. of Korea,KOR,2019,259254957,37116613.413,14.316645607281483
Rep. of Korea,KOR,2020,330017230,48977037.812,14.840751742568106
Rep. of Korea,KOR,2021,559808540,88870112.209,15.875090474504017
Rep. of Korea,KOR,2022,581282439,79660515.193,13.704270049864691
Rep. of Korea,KOR,2023,506019190,55210615.918,10.910775126532256
Rep. of Korea,KOR,2024,462111925,52958330.38,11.460065736239116
Rep. of Moldova,MDA,2018,2887059,355117.592,12.30032333942604
Rep. of Moldova,MDA,2019,2623566,577388.524,22.00777582877656
Rep. of Moldova,MDA,2020,2992169,707854.269,23.656894680748312
Rep. of Moldova,MDA,2021,6045537,1356109.933,22.431587681954472
Rep. of Moldova,MDA,2022,5867123,1606369.873,27.379174989172718
Rep. of Moldova,MDA,2023,6110390,2757580.987,45.12937778112363
Rep. of Moldova,MDA,2024,12392251,5000614.585,40.35275419292266
Romania,ROU,2018,73969717.94,17281976.912,23.36358363028794
Romania,ROU,2019,70320831.56,18242083.421,25.941222559968256
Romania,ROU,2020,81005770.52,18914875.411,23.350034558747875
Romania,ROU,2021,109613621.16,29572992.701,26.979304568209745
Romania,ROU,2022,123060757.34,35413118.752,28.77693873942154
Romania,ROU,2023,142141263.06,39413032.688,27.728072650770773
Romania,ROU,2024,143156829.07,42310235.397,29.555163852023703
Russian Federation,RUS,2018,1051033087.79,127631122.902,12.143397233132696
Russian Federation,RUS,2019,1161242760.75,146362946.293,12.603992140150789
Russian Federation,RUS,2020,1092548845.93,143683424.169,13.151212845471793
Russian Federation,RUS,2021,1251094437.729,175736891.784,14.046652793293484
Rwanda,RWA,2018,3307509.137,39968.207,1.2084080600984293
Rwanda,RWA,2019,4411307.55,30352.456,0.6880603008511615
Rwanda,RWA,2020,4676505.31,21440.161,0.45846544756729896
Rwanda,RWA,2021,4590519.14,132258.752,2.881128429408967
Rwanda,RWA,2022,10012916.52,298370.799,2.9798590490995127
Saint Lucia,LCA,2018,5912554.34,388967.276,6.578667249931779
Saint Lucia,LCA,2019,5013161.14,301028.026,6.004754636712118
Saint Lucia,LCA,2020,2971303.27,151141.086,5.086693355269656
