typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20180101","2018","52","2018","64","BTN","Bhutan","M","Import","0","W00","World","0","W00","World","H5","HS","true","2204","Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","7","l","133805.85","false","7","l","133805.85","false","133805.85","false","0","false","298057.857",,"298057.857","0","false","true",
"C","A","20180101","2018","52","2018","68","BOL","Bolivia (Plurinational State of)","M","Import","0","W00","World","0","W00","World","H5","HS","true","2204","Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","7","l","578787","false","7","l","578787","false","608193.01","false","0","false","2620052.82","2469908.99","2620052.82","0","false","true",
"C","A","20180101","2018","52","2018","70","BIH","Bosnia Herzegovina","M","Import","0","W00","World","0","W00","World","H5","HS","true","2204","Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","7","l","8207753.328","true","-1","N/A","0","false","8318965.54","false",,"false","18182837.43",,"18182837.43","0","false","true",
"C","A","20180101","2018","52","2018","72","BWA","Botswana","M","Import","0","W00","World","0","W00","World","H5","HS","true","2204","Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","7","l","5416651.68","false","7","l","5416651.68","false","5283257.965","false","0","false","9997924.538",,"9997924.538","0","false","true",
"C","A","20180101","2018","52","2018","76","BRA","Brazil","M","Import","0","W00","World","0","W00","World","H5","HS","true","2204","Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","7","l","116658188","false","7","l","116658188","false","116558879","false","0","false","392568035","375611013","392568035","0","false","true",
"C","A","20180101","2018","52","2018","84","BLZ","Belize","M","Import","0","W00","World","0","W00","World","H5","HS","true","2204","Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","7","l","693463.9","true","-1","N/A","0","false","693463.9","false","0","false","2410935.09",,"2410935.09","2","false","true",
"C","A","20180101","2018","52","2018","90","SLB","Solomon Isds","M","Import","0","W00","World","0","W00","World","H4","HS","true","2204","Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","7","l","162085.6","false","7","l","162085.6","false","162085.6","false",,"false","981698.822",,"981698.822","0","false","true",
"C","A","20180101","2018","52","2018","96","BRN","Brunei Darussalam","M","Import","0","W00","World","0","W00","World","H5","HS","true","2204","Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","7","l","24585","false","7","l","24585","false","24585","false",,"false","186070.843",,"186070.843","0","false","true",
"C","A","20180101","2018","52","2018","100","BGR","Bulgaria","M","Import","0","W00","World","0","W00","World","H5","HS","true","2204","Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","7","l","8560635","false","7","l","8560635","false","8537107","false","0","false","23360555.948",,"23360555.948","0","false","true",
"C","A","20180101","2018","52","2018","104","MMR","Myanmar","M","Import","0","W00","World","0","W00","World","H5","HS","true","2204","Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","7","l","2769346.32","true","-1","N/A","0","false","2769346.32","false","0","false","5266909.01",,"5266909.01","2","false","true",
"C","A","20180101","2018","52","2018","108","BDI","Burundi","M","Import","0","W00","World","0","W00","World","H4","HS","true","2204","Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","1001411.521",,"1001411.521","0","false","true",
